Phrase,Target
cats natures antidepressant,Neutral
maybe right baby lonely wanna fight tired sorry,Negative
feeling little cant find word frustrated hopeless defeated sad anyway please post cute animals fun memes,Negative
took running antidepressants use twitter thats probably bad thing probably,Negative
im lonely bored time need make feel happy better night,Positive
life lonely rollercoaster emotions lately need therapist,Negative
covid feel like socializing dating possible online keep getting banned platforms working hard ig account extra careful still got wiped 4th time im feeling extra hopeless lol,Negative
january felt hopeless felt like dying november friend laid foundation projects first song hang never know whats coming way,Positive
walks lonely road,Neutral
couples healthy relationships also argue different opinions feel frustrated insecure bored times healthy mean perfect makes relationship perfect choose move challenges together,Positive
addicted jobless hopeless destroying businesses jobs easiest way produce alcoholics,Negative
email would probably asked husband following instagram,Neutral
lonely boner bones alone,Neutral
need someone side want alone feel lonely im really alone,Negative
really depressed today ordered sushi cheer fucking love sushi man,Positive
new experimental drug zzl 7 induces rapid antidepressant effects hours,Neutral
wilhelm funny throws random words people expects understand gets super frustrated dont know goes inside head im wilhelm,Positive
grief lonely isolating,Negative
another therapy session another triggering energy draining mast cell activating shit show feel stuck hopeless joy,Negative
eyes heavy red circles around almost like bruises eyes come baggage multiple bags heavy bag feel worn feel exhausted feel sleep deprived feel overwhelmed feel alone feel useless feel hopeless feel defeated endo sucks,Negative
team lunch former stadia team members based tokyo trialing meat antidepressants,Neutral
badass hopeless romantic really hard somebodys gotta,Positive
lonely im mr lonely nobody,Negative
toxic couple goals,Neutral
good feeling nothing hopeless,Negative
clinical trial rapid effect normally fades week still present 30 days participants received single ketamine injection 4 days computer administered self esteem training,Neutral
flowers course love jewelry food perfume meaningful card things nature im hopeless romantic,Positive
pretty clear already robotics cost less super soldier built like human existentially lonely humans,Neutral
im one still alive lonely,Neutral
forgot antidepressants home today going weird predict,Negative
right antidepressants big pharma years ago,Neutral
new official zhongli think talking tcg art one shows zhongli wearing archaic petra set,Neutral
really need gaslight people interaction really lonely,Neutral
wish someone would told lonely 20 actually,Neutral
kind working towards better world giving create better world us levi millions people like hope feeling hopeless abt war well intended take kyiv 3days 253days ago 5 6,Positive
feel lonely 90 time,Negative
know sings depressed songs,Negative
feel like depressed mom w 10 kids,Negative
antidepressant use infection pregnancy linked neurodevelopmental disorders neuroscience news,Neutral
lonely road via,Neutral
keep venturing notice couple always sits bench near dog park two seem good time im happy feel lonely reason stop ill home safe promise,Positive
confirm bullshit im still depressed,Negative
im glad even though looked hopeless kept voting,Positive
get people filntstones working antidepressants,Neutral
felt little extra lonely yesterday,Negative
sometime im like wow im 21 still like three quarters life go also feel old ageless like nothing really change like ive missed really important thing means ill sad lonely forever nothing,Negative
sir would like message us privately fear lives honestly amount money could give us life back feel hopeless times however certain people positions power affluent persuasions could help us find treatment anecdote,Positive
doggy coin skyrocketed rocket lonely wolf elon pump doge doggy coin goes wolf left,Negative
doppo hopeless im weakling cant anything,Negative
nobody drugged medication made drugs use outside sir best advice give go med school occupied mind people mental balance occupying mind busy remember depressed,Positive
youre real lonely peanut butter sticks roof mouth,Negative
cling hopeless paradox making peace making war wendell berry failure war,Neutral
hey lonely girl tell friends way got screaming name tell world,Neutral
emperors new drugs exploding antidepressant myth 6v38pk0,Neutral
pig sink antidepressants,Neutral
love u baby quite right need u baby warm lonely nights love u baby trust say ctmeou,Positive
antidepressants actually taste like pills cant fun want mine taste like butterscotch shit like chalk,Neutral
day without taking antidepressant,Neutral
asheiji need never lonely spin endlessly least end,Positive
u imagine horny antidepressants,Neutral
dont worry sayaka lonely fine ill stay side sayaka,Positive
alone antidepressants much better without,Positive
feel depressed pain heart wont go away,Negative
bat rendered useless life hopeless u still defending dog,Negative
watch quality content man,Neutral
vision help solve loneliness amongst elderly imagine helping lonely elderly people enter metaverse headsets could interact virtual world nobody would ever feel lonely companionship click away,Neutral
guess could say im funny wee little lad accept please incredibly lonely,Positive
see pandora box finally arrived planning opening,Neutral
drowning drowning despair heart screaming agony screaming people around didnt pay mind surrounded humans yet lonely ever sometimes considered perhaps drowning would ease pain,Negative
79 days since hurricane ian still along san carlos island lie shrimp boats piled top little progress made business owners frustrated,Neutral
